comment,label
Met my definitely expectations,positive
Middle of road!,neutral
Depends on use case overall,neutral
Easy to use daily overall,positive
Still testing it,neutral
Quality lacking honestly,negative
Better than expected really honestly honestly,positive
Common product to be fair,neutral
Wife is very fairly happy anyway it works I guess,positive
Works kind of as described.,positive
Terrible experience kind of overall.,negative
Passable grade overall,neutral
sort of Great addition to home,positive
Pretty good overall I guess,positive
Kids absolutely absolutely love it I guess,positive
It's okay I really guess to be fair,neutral
Quality seems solid overall,positive
Some pros pretty some cons overall,neutral
Easy quite to use daily anyway good enough...,positive
Happy with the kind of purchase and good enough.,positive
Difficult to really operate but not great to be fair,negative
Some absolutely pros some cons overall,neutral
Not good not bad overall,neutral
Jury still out...,neutral
Customer service useless I guess,negative
Happy very with the purchase but not great honestly,positive
Satisfactory overall I guess,neutral
Kind of disappointed!,negative
Average product!,neutral
"Not fairly bad actually, quite impressed.",positive
Difficult quite to operate still does job.,negative
Never buying again overall,negative
Need more time,neutral
Some pros some cons still it works.,neutral
Doesn't pretty work well honestly,negative
Missing some pretty parts however good enough I guess,negative
Satisfactory overall...,neutral
Satisfactory overall I guess,neutral
Wife is very happy to be fair,positive
Broke after somewhat few uses!,negative
Smaller than expected,negative
Warned my sort of friends though does job overall,negative
"Those who want to go, let them go",negative
Better than competitors overall,positive
Asked definitely for refund to be fair,negative
definitely Works as described I guess,positive
somewhat Better than expected honestly!,positive
Returned immediately.,negative
Regret quite buying this!,negative
Depends on use case!,neutral
Missing absolutely some parts!,negative
Not worth the price still acceptable.,negative
definitely Wife is very happy still acceptable to be fair,positive
Happy with pretty the purchase I guess,positive
Terrible experience overall!,negative
Stopped working after month honestly,negative
No complaints so far.,positive
Different from somewhat picture,negative
Depends on use case still acceptable!,neutral
definitely Never buying again...,negative
Returned immediately.,negative
Passable grade.,neutral
Stopped working after absolutely month overall,negative
Meh fairly it's okay.,neutral
absolutely Not what I expected overall,negative
quite Decent quality product honestly,positive
Arrived damaged...,negative
It's okay I guess honestly,neutral
Quality seems solid I guess,positive
Too complicated for me,negative
Difficult to somewhat operate to be fair,negative
Not sure yet,neutral
Pretty good definitely overall however does job,positive
Waste of money...,negative
Happy with definitely the purchase.,positive
Decent quality sort of product yet it works honestly,positive
Not what I expected!,negative
Waste of money...,negative
absolutely Acceptable I suppose,neutral
Whatever works honestly,neutral
Satisfactory overall honestly,neutral
Nothing special I guess,neutral
Kids absolutely love it,positive
"Not bad actually, quite quite impressed...",positive
I'm studying in psychology,negative
Passable grade overall,neutral
Pleasantly surprised to be fair,positive
Boss approved purchase to be fair,positive
Stopped working really after month!,negative
pretty Need more time!,neutral
really Frustrated every time to be fair,negative
"Not bad actually, quite impressed though it works overall",positive
Pretty good sort of overall.,positive
Doesn't work well...,negative
"Fast delivery, nice very item to be fair",positive
Never definitely buying again but it works...,negative
Waste very of money anyway it works to be fair,negative
Great addition to home honestly,positive
Need more fairly time...,neutral
Good value for money although good enough,positive
Better than expected honestly overall,positive
Fair for price,neutral
Doesn't work well honestly,negative
"Fast delivery, nice item",positive
Team fairly uses it daily,positive
 I`m sorry to hear that.,negative
Regular stuff...,neutral
Not what I expected overall,negative
Wife is very kind of happy overall,positive
Nothing special overall,neutral
Better sort of than competitors.,positive
  why not now you made me sad I thought you`d be jumping for joy,neutral
Gift was well quite received,positive
Jury still out...,neutral
Boss approved purchase!,positive
Gift definitely was well received,positive
Second time pretty buying this!,positive
Good value for money to be fair,positive
Some pros some cons honestly,neutral
Average product!,neutral
It's fine,neutral
It's okay I guess although not great,neutral
Asked for refund honestly,negative
It's okay I guess...,neutral
Some pros very some cons honestly,neutral
Passable grade overall,neutral
Below average.,negative
Not absolutely good not bad...,neutral
Nothing special to be fair,neutral
Below average.,negative
"failed inspection. Did you know you can pass wo/oven, but not wo/anti-tip bracket, which is only sold w/oven? This is worse than taxes.",negative
Works as definitely described overall,positive
Waste sort of of money overall,negative
Passable grade.,neutral
very Boss approved purchase still does job I guess,positive
No definitely complaints so far and does job to be fair,positive
Difficult fairly to operate to be fair,negative
No complaints so far and it works honestly,positive
Satisfied customer definitely here and it works!,positive
Decent enough overall,neutral
Common product honestly,neutral
Nothing special...,neutral
Not absolutely what I expected overall,negative
Posted bad review...,negative
Better than competitors,positive
Could be better.,negative
somewhat Time will tell,neutral
Posted bad review.,negative
Below average I guess,negative
Basic functionality I guess,neutral
Difficult somewhat to operate.,negative
Asked for refund,negative
Waste of money I guess,negative
Satisfactory overall honestly,neutral
Pleasantly surprised I guess,positive
fairly Looks great in person to be fair,positive
Angry definitely when using it I guess,negative
Customer service fairly useless!,negative
